"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Belgium","BEL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.99917603","8.14988899","8.3182106","9.16443443","9.32808685","9.22216892","9.12786484","9.13448715","9.59315872","10.31897831","10.20009708","10.3613987","10.50250053","10.57460022","10.6084671","10.79679203","10.79323006","10.80117512","10.86121368","10.75969219","11.26481915","11.04724503","10.76192474","","",
"Benin","BEN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9591713","3.30417323","3.09589195","3.11678505","3.23273873","3.22345805","3.28773856","2.93715644","2.65178108","2.88892651","3.00988984","2.99707985","3.07562971","2.86880755","2.69111967","2.72813416","2.79549599","2.66813827","2.88632035","2.50914454","2.7123611","2.58129549","2.67981386","","",
"Burkina Faso","BFA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9502635","2.88835382","2.97113013","3.14307284","4.21720934","3.95109582","4.51446247","5.23373222","4.64780712","5.08159161","5.23958349","4.64868164","4.60267258","5.56331587","5.00027227","5.13192415","5.95486307","6.05965996","4.9995389","5.36802721","6.57714844","6.40747881","6.77182007","","",
"Bangladesh","BGD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.80504513","1.77201855","1.93417108","1.96152198","1.99854314","2.05873919","2.10646582","2.17268491","2.11878848","2.18321705","2.28807664","2.36418128","2.3537879","2.29574466","2.27915168","2.27217698","2.38938212","2.36720181","2.31622243","2.25762248","2.27063942","2.36551309","2.39038587","","",
"Bulgaria","BGR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.82970953","6.85958815","7.0809865","7.19987392","6.89090872","6.89011478","6.52544546","6.15651751","6.28281593","6.59577608","7.09477949","7.10250568","7.53903675","7.14167452","7.68306208","7.39363575","7.45975018","7.49624491","7.33192015","7.09237671","8.48235893","8.61892796","7.66357517","","",
"Bahrain","BHR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33542562","3.48573017","3.67866111","3.88658071","3.49817729","3.25870824","3.10821271","3.29534078","3.2038722","4.32666922","4.08934975","3.8651762","4.10642147","4.30853891","4.41240263","4.97671938","4.86051178","4.51235676","4.12745667","3.95980334","4.7196188","4.49223804","3.83745313","","",
"Bahamas, The","BHS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.80487037","3.92440891","3.81251931","4.01998568","4.04628181","4.03196478","4.30935764","4.49598694","4.86261654","5.1500144","5.25594234","5.32398558","5.3190918","5.6846571","5.62925673","5.24419451","5.71206808","6.75126934","6.02687502","5.86800623","7.59303093","7.0057478","7.21692038","","",
"Bosnia and Herzegovina","BIH","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.98265457","7.59561539","7.41844416","8.30198193","9.06270218","9.05223751","9.17218685","9.5306015","9.68943882","9.02212143","9.01888275","9.17856026","9.49001503","9.44886494","9.49011135","9.24086571","9.13943481","8.81797314","8.76100445","8.92544365","9.70311832","9.55514336","8.71644783","","",
"Belarus","BLR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.28088045","5.7064805","5.62404203","5.77103186","5.73650646","6.07036304","5.57366323","5.6917243","5.29448891","5.3906498","5.65694332","4.87452745","5.24538946","5.69563103","5.38792181","6.06528044","5.91054153","5.75974846","5.52699471","5.86133814","6.40607214","6.56549978","6.65919876","","",
"Belize","BLZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09182477","3.58663416","3.69127417","3.64453149","3.53016114","3.55393219","3.56430817","4.07201815","4.5307498","4.52340269","4.49390221","4.54752827","4.36309099","4.44159889","4.89683533","4.66880131","4.78280401","4.63350248","4.76723623","4.84424496","5.35447645","5.05842113","4.23173904","","",
"Bermuda","BMU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39554119","4.82522202","4.89645052","5.19709635","4.86315727","5.07408142","4.66087532","4.6968894","4.60677242","5.17444515","5.20230532","5.17306805","5.2539444","5.57465124","5.89613628","6.55064964","6.83333063","6.4901948","6.60399437","6.88792992","8.0225811","8.159729","8.43142891","","",
"Brazil","BRA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.33457184","8.54963303","8.69686985","8.18899441","8.12491989","8.03539562","8.24952507","8.20182991","8.01128483","8.39480495","7.94516611","7.78819132","7.73637724","7.9766016","8.39644146","8.90929985","9.16901684","9.47125053","9.46475029","9.61449146","9.62326527","9.63646507","9.14277458","","",
"Barbados","BRB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.33187246","5.52529192","5.86123466","6.69148111","7.31297731","6.77536297","6.58370161","6.05665207","6.47753286","7.14522552","6.77094746","6.89690495","7.77819967","7.39746428","6.96651411","6.81827545","6.83311653","6.64785957","6.43943882","6.12043858","7.27405739","7.93866014","6.29389191","","",
"Brunei Darussalam","BRN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5479064","2.5465107","2.53447938","2.60260582","2.55193377","2.23386168","1.9072516","1.94145441","1.87612021","2.39306617","2.27826095","1.86409724","1.85097206","1.898314","1.91436803","2.38708901","2.54828691","2.27022862","2.41289377","2.2277422","2.45178461","2.14642429","1.81768215","","",
"Bhutan","BTN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.13867903","4.60037947","3.95161104","3.83481455","4.26397753","3.83308983","4.08523893","3.83774948","3.14842224","3.29665017","3.29502344","3.08310628","3.32087612","3.40428138","3.28293824","3.48926425","3.32710075","3.1345315","3.06896734","3.37511158","4.08451509","3.0729053","4.38545895","","",
"Botswana","BWA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.10838556","6.3660779","6.66529799","6.40933847","6.09125996","5.26532936","4.87599421","5.52080727","5.89747286","6.62081194","6.26718187","5.86915016","6.35010576","6.49913645","5.8804059","6.10287762","5.76837635","6.62986994","6.04010344","6.12193203","6.1213398","6.30754805","5.72838593","","",
"Central African Republic","CAF","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3808217","4.01043987","4.23633623","4.18572474","4.14367914","4.22857571","4.31108665","4.6338892","4.02635765","4.68325615","3.56699872","3.67561865","3.91814446","4.76660204","4.56557369","5.03434181","5.44402313","6.66541576","10.99526691","7.76140118","8.98555374","9.15270615","9.95509052","","",
"Canada","CAN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.24814415","8.62482357","8.85670471","9.01090145","9.06628132","9.03540611","9.32523441","9.42872047","9.58826923","10.69968033","10.70405102","10.40832329","10.54460621","10.43964291","10.28526115","10.76850224","11.06097317","10.93421078","10.94313335","11.05897045","13.02419472","12.41920948","11.23432541","11.22370815","",
"Central Europe and the Baltics","CEB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.70134274826165","5.90144482511566","6.15102996533679","6.39080434148987","6.35076124931146","6.35755603531208","6.21583760456701","6.12850569186131","6.37095209419443","6.83983584196454","6.88792692454274","6.59281478974849","6.60901719488815","6.66925319697046","6.59199610778382","6.51684217346648","6.66918941493535","6.59869867140723","6.54942361652781","6.66435870032619","7.25489489440356","7.43817677274022","7.02767810909625","","",
"Switzerland","CHE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.13442421","9.46040058","9.88000107","10.13696766","10.22576523","10.05823421","9.5802002","9.41693783","9.53167725","10.1415062","10.00535202","10.11940575","10.34784985","10.61460495","10.69967365","11.00444603","11.2294054","11.41294861","11.19891071","11.42588997","12.00404072","12.00465584","11.70653343","","",
"Channel Islands","CHI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.00020742","7.09733105","7.20833778","7.25047779","6.91028595","6.62372065","6.07235622","6.21259642","6.73954487","7.25026846","6.81958389","6.79947519","7.01951265","7.47552681","7.84150171","8.3513937","8.55767059","9.090518","9.15040398","9.29919815","9.68910599","9.68593311","10.06172848","10.09532642","",
"China","CHN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.50828123","4.25330067","4.38285255","4.41762781","4.29347467","4.17605019","3.94742203","3.67491412","3.900002","4.34958458","4.23068333","4.34274387","4.56584787","4.71490669","4.77790594","4.93827963","4.97955608","5.06592178","5.16790485","5.3502779","5.59359741","5.38360548","5.36948681","","",
"Cote d'Ivoire","CIV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.00220871","3.98514533","3.92374444","3.95147705","4.02148724","3.96639085","3.92861462","4.19379663","4.1387105","4.63971424","4.57494831","4.39700699","4.4273715","3.71773791","3.7310183","3.2198832","3.32101274","3.24693036","3.0916779","3.18916845","3.62327886","3.76207662","3.6424129","","",
"Cameroon","CMR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29573393","4.16830397","4.02669907","3.90227985","3.72798991","3.77274442","3.73662829","3.79498792","3.65843678","3.49997187","3.57742167","3.85282946","3.9310236","3.63136435","4.34148788","4.12600517","4.02253723","3.79293942","3.61970162","3.65157914","4.25051928","4.30539274","4.47835922","","",
"Congo, Dem. Rep.","COD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.46594739","2.62310982","2.57012939","3.73353338","4.33564186","3.98558235","4.06210661","3.89384961","4.31254816","4.51133156","3.72224283","3.19435549","3.2215035","3.34057522","3.72520614","3.74785447","4.20027828","4.00057793","3.24127173","3.508039","3.97694445","3.67749357","3.78614616","","",
"Congo, Rep.","COG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.50500846","2.18529987","1.70167828","1.91852403","1.92152369","1.71774101","1.70861316","1.90200174","2.2392714","2.1422224","1.85172856","1.75237322","1.90971065","1.94347155","1.97311735","2.45668483","2.59422994","2.36476016","1.75584984","2.34771276","4.01775074","3.49339676","2.19224548","","",
"Colombia","COL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.63529348","5.94238281","5.73296547","5.77505445","5.79892111","6.06710577","6.33546638","6.49102163","6.84192181","7.31134558","7.07130194","6.78076792","6.74601603","7.01724052","7.18553209","7.52338505","7.53117037","7.67864323","7.62541389","7.77954912","8.71432114","9.01772404","7.57361269","7.69168758","",
"Comoros","COM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.52074909","6.66054344","6.68822765","6.66024828","6.58576155","6.12670708","5.77341843","5.41753864","5.06897497","4.92694378","4.99181557","5.3021183","5.17354631","5.10299301","5.23849726","4.60089922","4.65263557","5.26807451","4.90318584","5.18044472","5.902421","6.43369246","8.3803854","","",
"Cabo Verde","CPV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.43401194","4.75244379","4.7555151","4.85960436","4.75073719","4.47569275","5.12305117","5.14727354","4.35203123","3.96602345","4.08108234","3.92477369","4.6740551","4.82468271","4.85231543","4.40073681","4.36134005","4.74573231","4.76032305","4.47111464","6.63319778","7.316607","6.67440224","","",
"Costa Rica","CRI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.56498718","6.47409868","6.8690877","6.9691925","6.63006067","6.66429663","6.93530846","6.99642611","7.4685483","7.86019182","8.02937698","8.12197781","7.78642273","7.68229342","7.66376209","7.59196186","7.31724358","7.04522991","7.28587723","7.2212491","7.82545757","7.61130476","7.18368196","","",
"Caribbean small states","CSS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.31973590521483","4.35350328459224","4.4631054391021","4.67751596080635","4.7949795389203","4.71489389447495","4.84084817747078","4.84691736750071","5.00524483645487","5.25209506449769","5.25113068933577","5.25693257622029","5.2814532442815","5.36677712103132","5.29257679782045","5.29585031148341","5.43763625350851","5.72393325832589","5.661169181778","5.73286855999928","6.58939789962679","6.1583329439277","5.23738820925903","","",
"Cuba","CUB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.58189821","6.9820981","7.11481619","7.10295439","6.83178711","8.75525475","8.2719059","10.9674921","11.31422806","12.29053974","10.6880827","11.31298637","9.29940987","10.43099499","12.14121914","12.81404305","12.21769619","11.47201538","11.01842499","11.08501148","12.48641968","13.78727913","11.78683186","","",
"Curacao","CUW","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.30800056","5.33940458","5.61565971","5.63568783","5.40558147","5.43580961","5.46357489","5.35744858","6.01427698","6.46531534","6.50055742","6.43139076","6.53638792","6.92774534","6.93137264","6.79382181","6.65254688","6.62192535","6.82599831","7.06576538","8.76033878","9.47552109","8.87060547","","",
"Czechia","CZE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.70103025","5.86295414","6.17736149","6.52412462","6.35071039","6.34086704","6.16380167","5.98578405","6.33024931","7.24880648","7.55343866","7.5335784","7.59409809","7.49541759","7.59510136","7.3351512","7.3930459","7.33911419","7.46030998","7.61342955","9.15721989","9.45247459","8.79904652","8.53962803","",
"Germany","DEU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.88843536","9.92069149","10.18365669","10.40202236","10.14603233","10.31153965","10.17995167","10.05132961","10.25128746","11.23791218","11.09592915","10.77844906","10.85345554","10.99905777","11.02588272","11.19027996","11.24166584","11.32552433","11.47314644","11.71595001","12.6902256","12.90171242","12.60513115","11.79903221","",
"Djibouti","DJI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.39641857","3.1960845","3.75243783","4.27048731","3.53544688","3.80321956","4.21972466","4.05262756","3.6125772","3.63905573","3.35699701","3.37387872","3.29730988","2.91782117","2.95930099","3.3475771","2.7416594","2.46857476","2.51871514","2.40641236","2.32228446","2.88669515","2.49675012","","",
"Dominica","DMA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.32374382","4.64501858","4.6531105","4.84617901","4.74520159","4.97772503","4.78092194","4.79109955","5.04968786","4.98329306","5.15711927","5.33450365","5.79509926","5.34749842","5.26141691","5.15941811","5.12308073","5.46245432","6.18495989","5.16903925","6.12651205","6.31661367","6.31969738","","",
"Denmark","DNK","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10438347","8.44832516","8.70251179","8.9036293","9.00743198","9.0905695","9.16879559","9.3251543","9.51134396","10.67432022","10.60774708","10.40702915","10.5219717","10.32915878","10.30918217","10.34411812","10.25162029","10.09825516","10.09764194","10.1524353","10.71854591","10.74728584","9.4758625","9.41784573","",
"Dominican Republic","DOM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.88427496","4.88183308","4.98649025","4.38888264","4.2877388","4.35391188","3.99365425","4.08935308","4.56146193","4.76337624","4.92355442","5.03797865","5.04897833","4.91598225","4.79757166","4.72216797","4.57663107","4.49336958","4.12601566","4.23948717","4.93967104","4.91807747","4.57254791","","",
"Algeria","DZA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21485448","3.53628588","3.44169641","3.32569361","3.29030514","3.1188612","3.18999887","3.62011433","3.98331022","4.89210796","4.64001417","4.82567501","5.63657808","5.64542007","6.01485014","6.3343544","6.00079727","5.94846106","5.93238592","5.41731071","5.63831711","5.0110569","3.6230433","","",
